Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Country Code_YoY_Change,Element Code_YoY_Change,Item Code_YoY_Change,Year Code_YoY_Change,Value_YoY_Change
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2549,"Pulses, Other and products",2013,2013,1000 tonnes,-34.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-1.0642722117202268
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,660.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,-20.41176470588235
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,2484.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,2.7636363636363637
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2549,"Pulses, Other and products",2013,2013,1000 tonnes,1641.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.33937198067632846
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2549,"Pulses, Other and products",2013,2013,1000 tonnes,225.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,-0.8628884826325411
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2549,"Pulses, Other and products",2013,2013,1000 tonnes,86.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,-0.6177777777777778
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2549,"Pulses, Other and products",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.006051141909037661,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5142,Food,2549,"Pulses, Other and products",2013,2013,1000 tonnes,546.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2549,"Pulses, Other and products",2013,2013,kg,0.74,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9986446886446887
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2549,"Pulses, Other and products",2013,2013,kcal/capita/day,7.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,8.45945945945946
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2549,"Pulses, Other and products",2013,2013,g/capita/day,0.44,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.9371428571428572
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2549,"Pulses, Other and products",2013,2013,g/capita/day,0.05,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,-0.8863636363636364
FBS,Food Balance Sheets,5400,Europe,5511,Production,2551,Nuts and products,2013,2013,1000 tonnes,943.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,3108.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,2.295864262990456
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2551,Nuts and products,2013,2013,1000 tonnes,115.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-0.962998712998713
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,1295.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,10.26086956521739
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,2872.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,1.217760617760618
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2551,Nuts and products,2013,2013,1000 tonnes,37.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.033578570081116754,0.0,0.0,-0.987116991643454
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2551,Nuts and products,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2551,Nuts and products,2013,2013,1000 tonnes,6.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,5142,Food,2551,Nuts and products,2013,2013,1000 tonnes,2846.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,473.3333333333333
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2551,Nuts and products,2013,2013,kg,3.83,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9986542515811665
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2551,Nuts and products,2013,2013,kcal/capita/day,25.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,5.527415143603133
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2551,Nuts and products,2013,2013,g/capita/day,0.66,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.9736
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2551,Nuts and products,2013,2013,g/capita/day,2.23,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,2.3787878787878785
FBS,Food Balance Sheets,5400,Europe,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,6100.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,16540.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,1.7114754098360656
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2555,Soyabeans,2013,2013,1000 tonnes,196.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-0.9881499395405079
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,3738.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,18.071428571428573
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,19098.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,4.109149277688603
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2555,Soyabeans,2013,2013,1000 tonnes,1732.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.9093098753796209
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2555,Soyabeans,2013,2013,1000 tonnes,332.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,-0.8083140877598153
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2555,Soyabeans,2013,2013,1000 tonnes,220.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,-0.3373493975903614
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2555,Soyabeans,2013,2013,1000 tonnes,16672.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,74.78181818181818
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2555,Soyabeans,2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-0.9997600767754319
FBS,Food Balance Sheets,5400,Europe,5142,Food,2555,Soyabeans,2013,2013,1000 tonnes,139.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,33.75
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2555,Soyabeans,2013,2013,kg,0.19,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9986330935251798
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2555,Soyabeans,2013,2013,kcal/capita/day,2.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,9.526315789473685
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2555,Soyabeans,2013,2013,g/capita/day,0.17,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.915
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2555,Soyabeans,2013,2013,g/capita/day,0.08,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,-0.5294117647058824
FBS,Food Balance Sheets,5400,Europe,5511,Production,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,8.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,1154.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,143.25
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-0.9974003466204506
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,334.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,110.33333333333333
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,832.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,1.4910179640718564
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,2.0
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,214.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,70.33333333333333
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5142,Food,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,612.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2556,Groundnuts (Shelled Eq),2013,2013,kg,0.83,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9986437908496733
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,kcal/capita/day,13.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,14.66265060240964
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,g/capita/day,0.59,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.9546153846153846
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,g/capita/day,1.09,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,0.8474576271186443
FBS,Food Balance Sheets,5400,Europe,5511,Production,2557,Sunflower seed,2013,2013,1000 tonnes,31814.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2557,Sunflower seed,2013,2013,1000 tonnes,3463.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,-0.8911485509524109
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2557,Sunflower seed,2013,2013,1000 tonnes,-1752.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-1.5059197227837136
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2557,Sunflower seed,2013,2013,1000 tonnes,4655.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,-3.6569634703196345
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2557,Sunflower seed,2013,2013,1000 tonnes,28871.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,5.202148227712137
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2557,Sunflower seed,2013,2013,1000 tonnes,1717.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.9405285580686502
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2557,Sunflower seed,2013,2013,1000 tonnes,533.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,-0.6895748398369248
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2557,Sunflower seed,2013,2013,1000 tonnes,1043.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,0.9568480300187616
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2557,Sunflower seed,2013,2013,1000 tonnes,21938.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,20.033557046979865
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2557,Sunflower seed,2013,2013,1000 tonnes,3556.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-0.8379068283343969
FBS,Food Balance Sheets,5400,Europe,5142,Food,2557,Sunflower seed,2013,2013,1000 tonnes,85.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,-0.9760967379077615
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2557,Sunflower seed,2013,2013,kg,0.11,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9987058823529412
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2557,Sunflower seed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,8.090909090909092
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2557,Sunflower seed,2013,2013,g/capita/day,0.04,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.96
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2557,Sunflower seed,2013,2013,g/capita/day,0.08,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,1.0
FBS,Food Balance Sheets,5400,Europe,5511,Production,2558,Rape and Mustardseed,2013,2013,1000 tonnes,25704.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,11152.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,-0.5661375661375662
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2558,Rape and Mustardseed,2013,2013,1000 tonnes,-230.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-1.0206241032998564
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,10365.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,-46.06521739130435
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,26261.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,1.5336227689339124
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2558,Rape and Mustardseed,2013,2013,1000 tonnes,1662.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.9367122348730056
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2558,Rape and Mustardseed,2013,2013,1000 tonnes,271.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,-0.8369434416365824
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2558,Rape and Mustardseed,2013,2013,1000 tonnes,242.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,-0.1070110701107011
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2558,Rape and Mustardseed,2013,2013,1000 tonnes,23987.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,98.1198347107438
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2558,Rape and Mustardseed,2013,2013,1000 tonnes,6.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-0.9997498645099429
FBS,Food Balance Sheets,5400,Europe,5142,Food,2558,Rape and Mustardseed,2013,2013,1000 tonnes,93.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,14.5
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2558,Rape and Mustardseed,2013,2013,kg,0.0,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2558,Rape and Mustardseed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2558,Rape and Mustardseed,2013,2013,g/capita/day,0.0,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2558,Rape and Mustardseed,2013,2013,g/capita/day,0.0,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,
FBS,Food Balance Sheets,5400,Europe,5511,Production,2559,Cottonseed,2013,2013,1000 tonnes,565.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2559,Cottonseed,2013,2013,1000 tonnes,196.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,-0.6530973451327433
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2559,Cottonseed,2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-0.9897959183673469
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2559,Cottonseed,2013,2013,1000 tonnes,194.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,96.0
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2559,Cottonseed,2013,2013,1000 tonnes,569.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,1.9329896907216493
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2559,Cottonseed,2013,2013,1000 tonnes,10.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.9824253075571178
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2559,Cottonseed,2013,2013,1000 tonnes,35.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,2.5
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2559,Cottonseed,2013,2013,1000 tonnes,12.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,-0.6571428571428571
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2559,Cottonseed,2013,2013,1000 tonnes,382.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,30.833333333333332
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2559,Cottonseed,2013,2013,1000 tonnes,129.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-0.662303664921466
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,641.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-0.9984399375975039
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,219.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,218.0
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,422.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,0.9269406392694064
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0720883897844593,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,4.0
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5142,Food,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,416.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2560,Coconuts - Incl Copra,2013,2013,kg,0.56,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9986538461538461
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2560,Coconuts - Incl Copra,2013,2013,kcal/capita/day,2.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,2.571428571428571
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2560,Coconuts - Incl Copra,2013,2013,g/capita/day,0.02,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.99
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2560,Coconuts - Incl Copra,2013,2013,g/capita/day,0.21,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,9.5
FBS,Food Balance Sheets,5400,Europe,5511,Production,2561,Sesame seed,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",,,,,
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,174.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.01814552712756301,0.0,0.0,57.0
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2561,Sesame seed,2013,2013,1000 tonnes,-5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.0960613081447157,0.0,0.0,-1.028735632183908
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,29.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.16541798107255512,0.0,0.0,-6.8
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,143.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.10319742852309255,0.0,0.0,3.931034482758621
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2561,Sesame seed,2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.04150160347104315,0.0,0.0,-0.972027972027972
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2561,Sesame seed,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0010867596449919414,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2561,Sesame seed,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.07309571195947173,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2561,Sesame seed,2013,2013,1000 tonnes,82.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.0015615850087840055,0.0,0.0,26.333333333333332
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2561,Sesame seed,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,0.00448255700643152,0.0,0.0,-1.0
FBS,Food Balance Sheets,5400,Europe,5142,Food,2561,Sesame seed,2013,2013,1000 tonnes,54.0,A,"Aggregate, may include official, semi-official, estimated or calculated data",0.0,-0.002328288707799775,0.0,0.0,inf
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2561,Sesame seed,2013,2013,kg,0.07,Fc,Calculated data,0.0,-0.8745624270711785,0.0,0.0,-0.9987037037037036
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2561,Sesame seed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data,0.0,0.029457364341085368,0.0,0.0,13.285714285714285
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2561,Sesame seed,2013,2013,g/capita/day,0.04,Fc,Calculated data,0.0,0.015060240963855387,0.0,0.0,-0.96
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2561,Sesame seed,2013,2013,g/capita/day,0.1,Fc,Calculated data,0.0,0.014836795252225476,0.0,0.0,1.5
