Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,1916.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,230.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,1371.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2586,"Oilcrops Oil, Other",2013,2013,1000 tonnes,391.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2586,"Oilcrops Oil, Other",2013,2013,kg,0.53,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2586,"Oilcrops Oil, Other",2013,2013,kcal/capita/day,11.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2586,"Oilcrops Oil, Other",2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2586,"Oilcrops Oil, Other",2013,2013,g/capita/day,1.31,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2601,Tomatoes and products,2013,2013,1000 tonnes,21006.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,10118.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2601,Tomatoes and products,2013,2013,1000 tonnes,92.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,10005.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,21212.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2601,Tomatoes and products,2013,2013,1000 tonnes,100.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2601,Tomatoes and products,2013,2013,1000 tonnes,1236.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2601,Tomatoes and products,2013,2013,1000 tonnes,-0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2601,Tomatoes and products,2013,2013,1000 tonnes,27.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2601,Tomatoes and products,2013,2013,1000 tonnes,19849.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2601,Tomatoes and products,2013,2013,kg,26.74,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2601,Tomatoes and products,2013,2013,kcal/capita/day,14.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2601,Tomatoes and products,2013,2013,g/capita/day,0.66,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2601,Tomatoes and products,2013,2013,g/capita/day,0.15,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2602,Onions,2013,2013,1000 tonnes,9245.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,2326.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2602,Onions,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,2695.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,8877.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2602,Onions,2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2602,Onions,2013,2013,1000 tonnes,666.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2602,Onions,2013,2013,1000 tonnes,-0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2602,Onions,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2602,Onions,2013,2013,1000 tonnes,8205.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2602,Onions,2013,2013,kg,11.06,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2602,Onions,2013,2013,kcal/capita/day,11.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2602,Onions,2013,2013,g/capita/day,0.35,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2602,Onions,2013,2013,g/capita/day,0.06,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,67536.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,22329.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2605,"Vegetables, Other",2013,2013,1000 tonnes,79.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,18821.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,71123.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2605,"Vegetables, Other",2013,2013,1000 tonnes,7293.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2605,"Vegetables, Other",2013,2013,1000 tonnes,20.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2605,"Vegetables, Other",2013,2013,1000 tonnes,6249.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2605,"Vegetables, Other",2013,2013,1000 tonnes,208.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2605,"Vegetables, Other",2013,2013,1000 tonnes,58.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2605,"Vegetables, Other",2013,2013,1000 tonnes,57369.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2605,"Vegetables, Other",2013,2013,kg,77.3,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2605,"Vegetables, Other",2013,2013,kcal/capita/day,56.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2605,"Vegetables, Other",2013,2013,g/capita/day,2.58,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2605,"Vegetables, Other",2013,2013,g/capita/day,0.43,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,9569.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,24890.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,-1073.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,14341.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,19044.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,723.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,13.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,48.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2611,"Oranges, Mandarines",2013,2013,1000 tonnes,18260.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2611,"Oranges, Mandarines",2013,2013,kg,24.6,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2611,"Oranges, Mandarines",2013,2013,kcal/capita/day,18.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2611,"Oranges, Mandarines",2013,2013,g/capita/day,0.31,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2611,"Oranges, Mandarines",2013,2013,g/capita/day,0.06,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1221.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1657.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,15.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1058.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1836.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,128.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1701.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2612,"Lemons, Limes and products",2013,2013,kg,2.29,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2612,"Lemons, Limes and products",2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2612,"Lemons, Limes and products",2013,2013,g/capita/day,0.03,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2612,"Lemons, Limes and products",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2613,Grapefruit and products,2013,2013,1000 tonnes,79.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2613,Grapefruit and products,2013,2013,1000 tonnes,1921.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2613,Grapefruit and products,2013,2013,1000 tonnes,39.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2613,Grapefruit and products,2013,2013,1000 tonnes,632.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2613,Grapefruit and products,2013,2013,1000 tonnes,1408.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2613,Grapefruit and products,2013,2013,1000 tonnes,24.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2613,Grapefruit and products,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2613,Grapefruit and products,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2613,Grapefruit and products,2013,2013,1000 tonnes,1382.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2613,Grapefruit and products,2013,2013,kg,1.86,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2613,Grapefruit and products,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2613,Grapefruit and products,2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2613,Grapefruit and products,2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2614,"Citrus, Other",2013,2013,1000 tonnes,50.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2614,"Citrus, Other",2013,2013,1000 tonnes,494.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2614,"Citrus, Other",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2614,"Citrus, Other",2013,2013,1000 tonnes,136.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2614,"Citrus, Other",2013,2013,1000 tonnes,408.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2614,"Citrus, Other",2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2614,"Citrus, Other",2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2614,"Citrus, Other",2013,2013,1000 tonnes,13.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2614,"Citrus, Other",2013,2013,1000 tonnes,398.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2614,"Citrus, Other",2013,2013,kg,0.54,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2614,"Citrus, Other",2013,2013,kcal/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2614,"Citrus, Other",2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2614,"Citrus, Other",2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2615,Bananas,2013,2013,1000 tonnes,386.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2615,Bananas,2013,2013,1000 tonnes,9263.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2615,Bananas,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2615,Bananas,2013,2013,1000 tonnes,2917.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2615,Bananas,2013,2013,1000 tonnes,6732.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2615,Bananas,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2615,Bananas,2013,2013,1000 tonnes,336.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2615,Bananas,2013,2013,1000 tonnes,86.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2615,Bananas,2013,2013,1000 tonnes,7.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2615,Bananas,2013,2013,1000 tonnes,6300.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2615,Bananas,2013,2013,kg,8.49,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2615,Bananas,2013,2013,kcal/capita/day,14.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2615,Bananas,2013,2013,g/capita/day,0.18,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2615,Bananas,2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2616,Plantains,2013,2013,1000 tonnes,375.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2616,Plantains,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2616,Plantains,2013,2013,1000 tonnes,92.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2616,Plantains,2013,2013,1000 tonnes,282.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2616,Plantains,2013,2013,1000 tonnes,5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2616,Plantains,2013,2013,1000 tonnes,10.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2616,Plantains,2013,2013,1000 tonnes,266.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2616,Plantains,2013,2013,kg,0.36,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2616,Plantains,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2616,Plantains,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2616,Plantains,2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2617,Apples and products,2013,2013,1000 tonnes,16247.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2617,Apples and products,2013,2013,1000 tonnes,10134.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2617,Apples and products,2013,2013,1000 tonnes,-134.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2617,Apples and products,2013,2013,1000 tonnes,8547.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2617,Apples and products,2013,2013,1000 tonnes,17701.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2617,Apples and products,2013,2013,1000 tonnes,336.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2617,Apples and products,2013,2013,1000 tonnes,1111.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2617,Apples and products,2013,2013,1000 tonnes,2044.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2617,Apples and products,2013,2013,1000 tonnes,12.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2617,Apples and products,2013,2013,1000 tonnes,14240.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2617,Apples and products,2013,2013,kg,19.19,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2617,Apples and products,2013,2013,kcal/capita/day,22.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2617,Apples and products,2013,2013,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2617,Apples and products,2013,2013,g/capita/day,0.15,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2618,Pineapples and products,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2618,Pineapples and products,2013,2013,1000 tonnes,2865.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2618,Pineapples and products,2013,2013,1000 tonnes,12.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2618,Pineapples and products,2013,2013,1000 tonnes,1076.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2618,Pineapples and products,2013,2013,1000 tonnes,1803.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2618,Pineapples and products,2013,2013,1000 tonnes,85.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2618,Pineapples and products,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2618,Pineapples and products,2013,2013,1000 tonnes,1717.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2618,Pineapples and products,2013,2013,kg,2.31,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2618,Pineapples and products,2013,2013,kcal/capita/day,3.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2618,Pineapples and products,2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2618,Pineapples and products,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2619,Dates,2013,2013,1000 tonnes,15.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2619,Dates,2013,2013,1000 tonnes,134.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2619,Dates,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2619,Dates,2013,2013,1000 tonnes,26.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2619,Dates,2013,2013,1000 tonnes,123.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2619,Dates,2013,2013,1000 tonnes,7.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2619,Dates,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2619,Dates,2013,2013,1000 tonnes,116.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2619,Dates,2013,2013,kg,0.16,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2619,Dates,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
