Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2551,Nuts and products,2013,2013,kg,3.83,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2551,Nuts and products,2013,2013,kcal/capita/day,25.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2551,Nuts and products,2013,2013,g/capita/day,0.66,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2551,Nuts and products,2013,2013,g/capita/day,2.23,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,6100.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,16540.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2555,Soyabeans,2013,2013,1000 tonnes,196.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,3738.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,19098.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2555,Soyabeans,2013,2013,1000 tonnes,1732.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2555,Soyabeans,2013,2013,1000 tonnes,332.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2555,Soyabeans,2013,2013,1000 tonnes,220.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2555,Soyabeans,2013,2013,1000 tonnes,16672.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2555,Soyabeans,2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2555,Soyabeans,2013,2013,1000 tonnes,139.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2555,Soyabeans,2013,2013,kg,0.19,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2555,Soyabeans,2013,2013,kcal/capita/day,2.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2555,Soyabeans,2013,2013,g/capita/day,0.17,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2555,Soyabeans,2013,2013,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,8.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,1154.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,334.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,832.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,214.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2556,Groundnuts (Shelled Eq),2013,2013,1000 tonnes,612.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2556,Groundnuts (Shelled Eq),2013,2013,kg,0.83,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,kcal/capita/day,13.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,g/capita/day,0.59,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2556,Groundnuts (Shelled Eq),2013,2013,g/capita/day,1.09,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2557,Sunflower seed,2013,2013,1000 tonnes,31814.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2557,Sunflower seed,2013,2013,1000 tonnes,3463.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2557,Sunflower seed,2013,2013,1000 tonnes,-1752.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2557,Sunflower seed,2013,2013,1000 tonnes,4655.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2557,Sunflower seed,2013,2013,1000 tonnes,28871.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2557,Sunflower seed,2013,2013,1000 tonnes,1717.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2557,Sunflower seed,2013,2013,1000 tonnes,533.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2557,Sunflower seed,2013,2013,1000 tonnes,1043.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2557,Sunflower seed,2013,2013,1000 tonnes,21938.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2557,Sunflower seed,2013,2013,1000 tonnes,3556.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2557,Sunflower seed,2013,2013,1000 tonnes,85.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2557,Sunflower seed,2013,2013,kg,0.11,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2557,Sunflower seed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2557,Sunflower seed,2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2557,Sunflower seed,2013,2013,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2558,Rape and Mustardseed,2013,2013,1000 tonnes,25704.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,11152.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2558,Rape and Mustardseed,2013,2013,1000 tonnes,-230.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,10365.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2558,Rape and Mustardseed,2013,2013,1000 tonnes,26261.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2558,Rape and Mustardseed,2013,2013,1000 tonnes,1662.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2558,Rape and Mustardseed,2013,2013,1000 tonnes,271.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2558,Rape and Mustardseed,2013,2013,1000 tonnes,242.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2558,Rape and Mustardseed,2013,2013,1000 tonnes,23987.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2558,Rape and Mustardseed,2013,2013,1000 tonnes,6.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2558,Rape and Mustardseed,2013,2013,1000 tonnes,93.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2558,Rape and Mustardseed,2013,2013,kg,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2558,Rape and Mustardseed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2558,Rape and Mustardseed,2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2558,Rape and Mustardseed,2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2559,Cottonseed,2013,2013,1000 tonnes,565.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2559,Cottonseed,2013,2013,1000 tonnes,196.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2559,Cottonseed,2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2559,Cottonseed,2013,2013,1000 tonnes,194.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2559,Cottonseed,2013,2013,1000 tonnes,569.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2559,Cottonseed,2013,2013,1000 tonnes,10.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2559,Cottonseed,2013,2013,1000 tonnes,35.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2559,Cottonseed,2013,2013,1000 tonnes,12.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2559,Cottonseed,2013,2013,1000 tonnes,382.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2559,Cottonseed,2013,2013,1000 tonnes,129.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,641.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,219.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,422.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,416.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2560,Coconuts - Incl Copra,2013,2013,kg,0.56,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2560,Coconuts - Incl Copra,2013,2013,kcal/capita/day,2.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2560,Coconuts - Incl Copra,2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2560,Coconuts - Incl Copra,2013,2013,g/capita/day,0.21,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2561,Sesame seed,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,174.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2561,Sesame seed,2013,2013,1000 tonnes,-5.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,29.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,143.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2561,Sesame seed,2013,2013,1000 tonnes,4.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2561,Sesame seed,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2561,Sesame seed,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2561,Sesame seed,2013,2013,1000 tonnes,82.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2561,Sesame seed,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2561,Sesame seed,2013,2013,1000 tonnes,54.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2561,Sesame seed,2013,2013,kg,0.07,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2561,Sesame seed,2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2561,Sesame seed,2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2561,Sesame seed,2013,2013,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2562,Palm kernels,2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2562,Palm kernels,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2562,Palm kernels,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2562,Palm kernels,2013,2013,1000 tonnes,2.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2562,Palm kernels,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2562,Palm kernels,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2562,Palm kernels,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2562,Palm kernels,2013,2013,1000 tonnes,1.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5511,Production,2563,Olives (including preserved),2013,2013,1000 tonnes,14931.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,670.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2563,Olives (including preserved),2013,2013,1000 tonnes,152.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,723.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,15030.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2563,Olives (including preserved),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2563,Olives (including preserved),2013,2013,1000 tonnes,45.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2563,Olives (including preserved),2013,2013,1000 tonnes,13922.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2563,Olives (including preserved),2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2563,Olives (including preserved),2013,2013,1000 tonnes,1064.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2563,Olives (including preserved),2013,2013,kg,1.43,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2563,Olives (including preserved),2013,2013,kcal/capita/day,4.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2563,Olives (including preserved),2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2563,Olives (including preserved),2013,2013,g/capita/day,0.43,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2570,"Oilcrops, Other",2013,2013,1000 tonnes,1319.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2570,"Oilcrops, Other",2013,2013,1000 tonnes,1716.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2570,"Oilcrops, Other",2013,2013,1000 tonnes,93.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2570,"Oilcrops, Other",2013,2013,1000 tonnes,1022.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2570,"Oilcrops, Other",2013,2013,1000 tonnes,2106.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2570,"Oilcrops, Other",2013,2013,1000 tonnes,699.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5527,Seed,2570,"Oilcrops, Other",2013,2013,1000 tonnes,26.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2570,"Oilcrops, Other",2013,2013,1000 tonnes,27.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2570,"Oilcrops, Other",2013,2013,1000 tonnes,1133.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2570,"Oilcrops, Other",2013,2013,1000 tonnes,197.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2570,"Oilcrops, Other",2013,2013,1000 tonnes,29.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2570,"Oilcrops, Other",2013,2013,kg,0.04,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2570,"Oilcrops, Other",2013,2013,kcal/capita/day,1.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2570,"Oilcrops, Other",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2570,"Oilcrops, Other",2013,2013,g/capita/day,0.05,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2571,Soyabean Oil,2013,2013,1000 tonnes,3056.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2571,Soyabean Oil,2013,2013,1000 tonnes,1079.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2571,Soyabean Oil,2013,2013,1000 tonnes,581.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2571,Soyabean Oil,2013,2013,1000 tonnes,2253.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2571,Soyabean Oil,2013,2013,1000 tonnes,2464.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5521,Feed,2571,Soyabean Oil,2013,2013,1000 tonnes,11.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2571,Soyabean Oil,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2571,Soyabean Oil,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2571,Soyabean Oil,2013,2013,1000 tonnes,385.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2571,Soyabean Oil,2013,2013,1000 tonnes,2068.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,645,Food supply quantity (kg/capita/yr),2571,Soyabean Oil,2013,2013,kg,2.79,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,664,Food supply (kcal/capita/day),2571,Soyabean Oil,2013,2013,kcal/capita/day,68.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,674,Protein supply quantity (g/capita/day),2571,Soyabean Oil,2013,2013,g/capita/day,0.0,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,684,Fat supply quantity (g/capita/day),2571,Soyabean Oil,2013,2013,g/capita/day,7.67,Fc,Calculated data
FBS,Food Balance Sheets,5400,Europe,5511,Production,2572,Groundnut Oil,2013,2013,1000 tonnes,92.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5611,Import Quantity,2572,Groundnut Oil,2013,2013,1000 tonnes,100.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5072,Stock Variation,2572,Groundnut Oil,2013,2013,1000 tonnes,-17.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5911,Export Quantity,2572,Groundnut Oil,2013,2013,1000 tonnes,28.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5301,Domestic supply quantity,2572,Groundnut Oil,2013,2013,1000 tonnes,147.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5123,Losses,2572,Groundnut Oil,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5131,Processing,2572,Groundnut Oil,2013,2013,1000 tonnes,0.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5154,Other uses,2572,Groundnut Oil,2013,2013,1000 tonnes,3.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,Food Balance Sheets,5400,Europe,5142,Food,2572,Groundnut Oil,2013,2013,1000 tonnes,144.0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
